,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,Neighborhood,Latitude,Longitude,YearBuilt,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,GFAPerBuilding,GFAPerFloor,GFABuildingRate
272,NonResidential,Hotel,WAC aggregate,Avenue,98101.0,Downtown,47.60968,-122.33379,1930,Hotel,58.0,33729336.0,1510.85,305548.0,14549.905,1.0
273,NonResidential,Large Office,US Bank Centre,Avenue,98101.0,Downtown,47.61054,-122.33466,1989,Office,89.0,56606136.0,530.18,1536606.0,33404.478,0.6664
274,NonResidential,Large Office,Logan Building,Street,98101.0,Downtown,47.61003,-122.33452,1958,Office,91.0,6423556.5,193.72,135918.0,13591.8,1.0
275,NonResidential,Retail Store,O'Shea Building,Street,98101.0,Downtown,47.61159,-122.33601,1914,Retail Store,25.0,5252131.0,36.61,79957.0,19989.25,1.0
277,NonResidential,Large Office,520 Pike Tower,Street,98101.0,Downtown,47.61125,-122.33494,1983,Office,93.0,18848780.0,131.4,500000.0,17241.379,1.0
278,NonResidential,Large Office,Fourth and Pike Building,Avenue,98101.0,Downtown,47.61005,-122.3361,1926,Office,72.0,6029020.0,65.2,132326.0,13232.6,1.0
279,NonResidential,Large Office,Washington Federal,Street,98101.0,Downtown,47.61033,-122.3357,1984,Office,45.0,7335905.5,51.14,109830.0,18305.0,0.87981
280,NonResidential,Hotel,Motif Seattle,Avenue,98101.0,Downtown,47.60996,-122.33572,1973,Hotel,6.0,37785552.0,1468.5,332067.0,17477.211,0.82148
281,NonResidential,Large Office,Joshua Green Building,Avenue,98101.0,Downtown,47.60991,-122.33687,1910,Office,49.0,11651200.0,318.08,130513.0,13051.3,1.0
283,NonResidential,Large Office,(ID413) JOSEPH VANCE BLDG,Avenue,98101.0,Downtown,47.60902,-122.33674,1929,Office,89.0,6366084.5,202.99,137350.0,9810.714,1.0
284,NonResidential,Large Office,Onni 1411 Fourth Development LP,Avenue,98101.0,Downtown,47.60923,-122.33625,1929,Office,84.0,5446624.0,238.09,151039.0,10069.267,1.0
285,NonResidential,Large Office,Century Square - COS Compliance,Avenue,98101.0,Downtown,47.61022,-122.33745,1985,Office,72.0,52226204.0,793.05,755000.0,25166.667,0.82164
286,NonResidential,Small- and Mid-Sized Office,Chromer Building,Avenue,98101.0,Downtown,47.60995,-122.33904,1906,Office,72.0,3518459.5,74.83,63540.0,15885.0,1.0
287,NonResidential,Large Office,Melbourne Tower,Avenue,98101.0,Downtown,47.60987,-122.33824,1927,Office,80.0,6962073.0,48.54,130893.0,13089.3,1.0
292,NonResidential,Large Office,Two Union Square,Street,98101.0,Downtown,47.61043,-122.33206,1989,Office,97.0,49517704.0,525.78,1605578.0,28671.036,0.75718
293,NonResidential,Large Office,One Union Square,Street,98101.0,Downtown,47.60967,-122.33229,1980,Office,96.0,26689658.0,216.43,794592.0,22072.0,1.0
294,NonResidential,Large Office,PARK PLACE OFFICE BLDG (ID424),Avenue,98101.0,Downtown,47.60909,-122.33202,1971,Office,74.0,19397324.0,135.23,456304.0,21728.762,0.79574
295,NonResidential,Large Office,First and Stewart,Street,98101.0,Downtown,47.61029,-122.34089,1986,Office,89.0,4757299.5,33.17,115857.0,9654.75,0.86932
296,NonResidential,Small- and Mid-Sized Office,World Trade Center West,Way,98121.0,Downtown,47.61116,-122.34748,1999,Office,72.0,4549892.0,31.72,87500.0,21875.0,0.8
297,NonResidential,Large Office,World Trade Center East-Seattle,Avenue,98121.0,Downtown,47.6117,-122.34778,1998,Office,72.0,13329024.0,92.92,374405.0,34036.818,0.50648
299,NonResidential,Large Office,Terminal Sales Building,Avenue,98101.0,Downtown,47.61108,-122.34217,1923,Office,96.0,5327249.5,281.55,102846.0,9349.636,1.0
300,NonResidential,Small- and Mid-Sized Office,The Marshall Building,Avenue,98121.0,Downtown,47.61304,-122.34059,1925,Office,83.0,2429021.0,44.48,52800.0,13200.0,1.0
306,NonResidential,Medical Office,VM Seattle Hospital & Medical Center - Lindeman Pavilion,Street,98101.0,East,47.61048,-122.32837,1945,Medical Office,65.0,13911761.0,201.15,266000.0,88666.667,0.60902
307,NonResidential,Medical Office,1101 Madison Tower,Others,98104.0,East,47.60921,-122.32425,1992,Medical Office,58.0,21156670.0,147.49,690158.0,49297.0,0.40913
308,NonResidential,Mixed Use Property,Fisher Plaza - East Building,Avenue,98109.0,Lake Union,47.61915,-122.34857,2001,Parking,100.0,55073120.0,456.22,378443.0,63073.833,0.53055
309,NonResidential,Mixed Use Property,Fisher Plaza - West Building,Avenue,98109.0,Lake Union,47.61915,-122.34857,2001,Parking,100.0,75073888.0,530.59,213834.0,35639.0,0.50933
310,NonResidential,Hotel,Best Western Executive Inn,Avenue,98109.0,Lake Union,47.62036,-122.34588,1979,Hotel,34.0,9474745.0,243.66,109017.0,21803.4,0.73023
311,NonResidential,Large Office,Elliott Bay Office Park,Avenue,98119.0,Magnolia / Queen Anne,47.62177,-122.36158,1981,Office,77.0,16373232.0,114.14,275734.0,55146.8,0.86055
312,NonResidential,Warehouse,FedEX van Terminal,Street,98104.0,Greater Duwamish,47.56064,-122.32522,2001,Non-Refrigerated Warehouse,59.0,1987934.625,13.86,123061.0,123061.0,1.0
313,NonResidential,Distribution Center,Washington State Ferries Building,Avenue,98108.0,Greater Duwamish,47.54868,-122.3255,1963,Distribution Center,45.0,2756214.75,117.11,59090.0,59090.0,1.0
314,NonResidential,Warehouse,NWCP-SEA Sylv Bldg,Street,98108.0,Greater Duwamish,47.5471,-122.32406,1963,Non-Refrigerated Warehouse,93.0,763364.5,5.32,106000.0,106000.0,1.0
315,NonResidential,Large Office,1551 Eastlake,Avenue,98102.0,Lake Union,47.63349,-122.32634,1962,Office,19.0,18309150.0,236.9,158600.0,52866.667,0.75788
316,NonResidential,Distribution Center,Frye Distribution Center,Street,98108.0,Greater Duwamish,47.53764,-122.3232,1960,Distribution Center,97.0,775729.1875,5.44,119661.0,119661.0,1.0
317,NonResidential,Large Office,1144 Eastlake Building,Avenue,98109.0,Lake Union,47.62958,-122.32826,2001,Office,81.0,4342597.0,30.27,139200.0,19885.714,0.67868
318,NonResidential,Small- and Mid-Sized Office,701 Dexter,Avenue,98119.0,Magnolia / Queen Anne,47.62566,-122.34287,1984,Office,95.0,3063504.5,21.36,95721.0,15953.5,0.64563
319,NonResidential,Large Office,1100 Dexter-RREEF SeaDPD ID 456,Avenue,98109.0,Magnolia / Queen Anne,47.62929,-122.34194,1996,Office,83.0,5661689.5,39.47,106641.5,42656.6,0.45974
320,NonResidential,Large Office,1441 N. 34th Street,Street,98103.0,Lake Union,47.64776,-122.33924,2001,Office,7.0,11319836.0,374.92,103697.0,34565.667,0.54043
321,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,Street,98125.0,North,47.70105,-122.32659,1974,Office,56.0,5134607.5,35.8,74880.0,14976.0,1.0
322,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center C,Avenue,98115.0,North,47.69999,-122.32663,1979,Office,53.0,6029121.5,42.03,88774.0,14795.667,1.0
323,NonResidential,Large Office,Northgate Plaza,Avenue,98115.0,North,47.69917,-122.3268,1983,Office,93.0,5535626.0,38.59,122250.0,24450.0,1.0
324,NonResidential,Small- and Mid-Sized Office,Northgate Office Building,Avenue,98115.0,North,47.70063,-122.32487,1979,Office,20.0,4742869.0,33.06,53730.0,13432.5,1.0
325,NonResidential,Small- and Mid-Sized Office,Delridge Building,Way,98101.0,Delridge,47.5671,-122.36416,1960,Office,55.0,4224872.5,93.23,55593.0,18531.0,1.0
326,NonResidential,Large Office,425 Pontius,Avenue,98109.0,Lake Union,47.62269,-122.33224,1982,Office,54.0,4695139.0,32.73,134056.0,33514.0,0.54526
327,NonResidential,Retail Store,Costco #0001 Seattle,Avenue,98199.0,Greater Duwamish,47.5653,-122.33076,2005,Retail Store,25.0,22394416.0,454.49,158415.0,158415.0,1.0
330,NonResidential,Small- and Mid-Sized Office,Queen Anne Plaza,Avenue,98109.0,Magnolia / Queen Anne,47.62003,-122.35706,1985,Office,81.0,2991674.75,20.86,86995.0,21748.75,0.66895
331,NonResidential,Retail Store,70100608-Ballard,Street,98107.0,Ballard,47.66057,-122.36857,1999,Retail Store,62.0,18390344.0,326.18,164437.0,164437.0,1.0
332,NonResidential,Large Office,Interurban Exchange II - SEDO,Avenue,98109.0,Lake Union,47.62402,-122.33755,2009,Office,95.0,5671256.0,40.47,184482.0,36896.4,0.64097
335,NonResidential,Large Office,428 Westlake,Avenue,98109.0,Lake Union,47.62286,-122.33804,2004,Office,96.0,3238216.0,22.57,139282.0,23213.667,0.62248
336,NonResidential,Large Office,City Place II - SEDO,Avenue,98109.0,Lake Union,47.62383,-122.3356,2009,Office,96.0,7851334.5,61.93,271071.0,54214.2,0.63589
337,NonResidential,Warehouse,08185-Lake Union,Avenue,98109.0,Lake Union,47.62572,-122.33389,1914,Non-Refrigerated Warehouse,56.0,2767491.0,29.53,127800.0,25560.0,1.0
338,NonResidential,Large Office,Arnold Building,Avenue,98109.0,Lake Union,47.62855,-122.33035,2002,Office,71.0,30083496.0,632.4,560516.0,112103.2,0.63142
339,NonResidential,Large Office,Yale,Avenue,98109.0,Lake Union,47.62621,-122.33128,2001,Office,49.0,11963428.0,94.64,226592.0,37765.333,0.58074
342,NonResidential,Large Office,Westlake Terry - East SEDO,Avenue,98109.0,Lake Union,47.62137,-122.33744,2006,Office,97.0,6917478.5,122.68,209816.0,52454.0,0.64887
343,NonResidential,Large Office,Westlake Terry - West SEDO,Avenue,98109.0,Lake Union,47.62131,-122.33814,2006,Office,97.0,7519466.5,69.59,303103.0,50517.167,0.6374
344,NonResidential,Mixed Use Property,Fred Rogers Building,Street,98109.0,Lake Union,47.62002,-122.33687,1954,Non-Refrigerated Warehouse,66.0,2755829.0,74.1,67380.0,22460.0,1.0
347,NonResidential,Small- and Mid-Sized Office,200 West Thomas,Street,98119.0,Magnolia / Queen Anne,47.62115,-122.3597,1974,Office,80.0,3415561.25,23.81,88062.0,17612.4,0.76351
348,NonResidential,Small- and Mid-Sized Office,North Tower,Street,98119.0,Magnolia / Queen Anne,47.62224,-122.3585,1972,Office,69.0,3632613.75,25.32,87178.0,17435.6,0.76581
349,NonResidential,Small- and Mid-Sized Office,South Tower,Street,98119.0,Magnolia / Queen Anne,47.62224,-122.3585,1970,Office,86.0,3493093.75,24.35,87178.0,17435.6,0.76581
350,NonResidential,Small- and Mid-Sized Office,200 First Ave W,Avenue,98119.0,Magnolia / Queen Anne,47.62014,-122.35768,1971,Office,75.0,3484915.5,24.29,88000.0,17600.0,0.75455
351,NonResidential,Medical Office,4225 Roosevelt 2ros4225,Way,98105.0,Northeast,47.65821,-122.31831,1988,Medical Office,5.0,19165116.0,477.87,196749.0,49187.25,0.55067
352,NonResidential,Medical Office,4245 Roosevelt 2ros4245,Way,98105.0,Northeast,47.65884,-122.3183,1994,Medical Office,21.0,8422861.0,77.99,191276.0,47819.0,0.50187
354,NonResidential,Warehouse,08176-West Seattle,Way,98126.0,Southwest,47.56885,-122.37121,1997,Non-Refrigerated Warehouse,83.0,1090496.625,22.44,98475.0,24618.75,1.0
355,NonResidential,Hospital,SCCA,Avenue,98109.0,Lake Union,47.62667,-122.32965,2000,Hospital (General Medical & Surgical),23.0,42709624.0,1032.63,351530.0,50218.571,0.572
356,NonResidential,Supermarket / Grocery Store,70100179-Lake City,Way,98125.0,North,47.7237,-122.29232,1995,Supermarket/Grocery Store,78.0,14512786.0,277.98,308965.0,154482.5,0.39191
357,NonResidential,Supermarket / Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),Way,98134.0,Greater Duwamish,47.56895,-122.33775,2008,Supermarket/Grocery Store,100.0,6522551.5,45.47,63225.0,63225.0,1.0
359,NonResidential,Warehouse,Skyline-East Marginal,Way,98134.0,Greater Duwamish,47.56419,-122.34262,1999,Non-Refrigerated Warehouse,100.0,1396082.25,41.8,243044.0,243044.0,1.0
362,NonResidential,Retail Store,W000252-NORTH SEATTLE WA,Avenue,98133.0,Northwest,47.72053,-122.34739,1997,Retail Store,72.0,8773058.0,110.46,131387.0,131387.0,1.0
363,NonResidential,Warehouse,0643-Seattle - North 130th Street,Street,98133.0,Northwest,47.72377,-122.34095,1999,Non-Refrigerated Warehouse,38.0,784364.5,10.24,94400.0,31466.667,1.0
365,NonResidential,Supermarket / Grocery Store,Sam's Club #18-6687,Avenue,98133.0,Northwest,47.72803,-122.34214,1984,Wholesale Club/Supercenter,56.0,13424079.0,237.39,144776.0,144776.0,1.0
366,NonResidential,Retail Store,AURORA ACRES (ID518),Avenue,98133.0,Northwest,47.7249,-122.34332,1967,Retail Store,79.0,17225444.0,553.27,114000.0,114000.0,1.0
367,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,Avenue,98133.0,Northwest,47.7235,-122.34458,1997,Supermarket/Grocery Store,78.0,8663691.0,158.92,50083.0,50083.0,1.0
368,NonResidential,Large Office,Burke Building,Street,98103.0,Lake Union,47.65086,-122.35412,1988,Office,73.0,4991360.5,34.9,124071.0,41357.0,0.76912
369,NonResidential,Small- and Mid-Sized Office,The Evanston Building,Street,98103.0,Lake Union,47.64963,-122.35158,2000,Office,84.0,3897738.0,27.17,90000.0,22500.0,0.59413
370,NonResidential,Small- and Mid-Sized Office,The Waterside Building,Street,98103.0,Lake Union,47.64849,-122.35041,2001,Office,70.0,5413418.0,37.74,96041.0,32013.667,0.64901
371,NonResidential,Large Office,Adobe Seattle,Others,98103.0,Lake Union,47.64822,-122.34848,1999,Office,96.0,11325513.0,94.47,280957.0,93652.333,0.59129
372,NonResidential,Large Office,Plaza 701 N 34th,Street,98103.0,Lake Union,47.64882,-122.34905,1999,Office,89.0,8651835.0,85.01,243334.0,60833.5,0.57658
374,NonResidential,Large Office,Seattle Design Center (Plaza Center),Avenue,98108.0,Greater Duwamish,47.55146,-122.32832,1982,Office,95.0,7683885.0,53.57,390295.0,78059.0,0.68902
375,NonResidential,Warehouse,Northwest Corporate Park,Avenue,98108.0,Greater Duwamish,47.54983,-122.32858,1967,Non-Refrigerated Warehouse,87.0,1429146.375,17.17,90000.0,45000.0,1.0
378,NonResidential,Warehouse,Magnum Building,Avenue,98107.0,Ballard,47.66724,-122.38553,1941,Non-Refrigerated Warehouse,100.0,227566.7031,8.15,63240.0,31620.0,1.0
381,NonResidential,Warehouse,Nickerson Street Self  Storage,Street,98119.0,Magnolia / Queen Anne,47.65567,-122.37478,1997,Non-Refrigerated Warehouse,94.0,1123943.0,25.58,106041.0,26510.25,1.0
383,NonResidential,Large Office,Fifth and Jackson,Avenue,98104.0,Downtown,47.59963,-122.32796,2002,Office,88.0,7637986.0,53.25,181694.0,18169.4,0.78983
385,NonResidential,Warehouse,NWCP-SEA Bldg K,Avenue,98108.0,Greater Duwamish,47.54769,-122.3251,1966,Non-Refrigerated Warehouse,33.0,402051.3125,2.8,22780.0,22780.0,1.0
386,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,Way,98168.0,Greater Duwamish,47.54187,-122.32714,1967,Distribution Center,62.0,5464762.0,237.36,124472.0,124472.0,1.0
387,NonResidential,Large Office,Pacific Building,Avenue,98104.0,Downtown,47.60411,-122.33225,1970,Office,95.0,8493420.0,59.21,227556.0,10343.455,0.56689
388,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,Way,98168.0,Greater Duwamish,47.54187,-122.32714,1967,Distribution Center,72.0,1529510.25,42.65,50065.0,50065.0,1.0
389,NonResidential,Distribution Center,GLACIER NORTHWEST (6335 1st Ave S),Avenue,98108.0,Greater Duwamish,47.54621,-122.33486,1969,Distribution Center,26.0,2582687.0,76.68,57540.0,57540.0,1.0
390,NonResidential,Warehouse,NWCP-SEA Bldg A,Street,98108.0,Greater Duwamish,47.54853,-122.32814,1966,Non-Refrigerated Warehouse,49.0,1536998.25,10.72,85400.0,85400.0,1.0
391,NonResidential,Warehouse,NWCP-SEA Bldg B,Avenue,98108.0,Greater Duwamish,47.54912,-122.32819,1966,Non-Refrigerated Warehouse,63.0,519806.0938,3.62,55700.0,55700.0,1.0
392,NonResidential,Small- and Mid-Sized Office,Resource Center,Avenue,98108.0,Greater Duwamish,47.54965,-122.3278,1964,Office,96.0,1794187.25,46.93,53250.0,53250.0,1.0
393,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,Street,98109.0,Magnolia / Queen Anne,47.62476,-122.34843,1987,Office,98.0,2179719.75,28.63,78672.0,13112.0,0.63866
394,NonResidential,Warehouse,21517-Seattle / Aurora AVE N,Avenue,98133.0,Northwest,47.71286,-122.34422,1986,Non-Refrigerated Warehouse,89.0,325513.0,6.32,64660.0,21553.333,1.0
396,NonResidential,Distribution Center,South Seattle Distribution Center- 3800,Avenue,98134.0,Greater Duwamish,47.5701,-122.33342,1968,Distribution Center,25.0,9357230.0,204.81,161678.0,161678.0,1.0
397,NonResidential,Distribution Center,South Seattle Distribution Center- 3844,Avenue,98134.0,Greater Duwamish,47.56874,-122.33303,1949,Distribution Center,1.0,21795830.0,152.71,101101.0,101101.0,1.0
398,NonResidential,Distribution Center,South Seattle Distribution Center- 3601,Avenue,98134.0,Greater Duwamish,47.57023,-122.33241,1980,Distribution Center,80.0,1061458.25,32.02,52613.0,52613.0,1.0
401,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,Avenue,98103.0,Northwest,47.69267,-122.35506,2003,Supermarket/Grocery Store,41.0,14715262.0,414.43,58184.0,58184.0,0.87196
402,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,Street,98155.0,North,47.73315,-122.3105,1980,Supermarket/Grocery Store,37.0,11054535.0,272.54,58480.0,58480.0,1.0
403,NonResidential,Large Office,Alley24,Avenue,98109.0,Lake Union,47.62029,-122.33078,2005,Office,95.0,9058916.0,54.92,336700.0,56116.667,0.62934
404,NonResidential,Retail Store,011-Seattle,Avenue,98109.0,Lake Union,47.62,-122.33027,1996,Retail Store,42.0,9937707.0,190.61,264008.0,66002.0,0.39398
405,NonResidential,Small- and Mid-Sized Office,Darigold HQ,Avenue,98144.0,Central,47.59367,-122.30957,1914,Office,32.0,5444253.5,38.55,62220.0,31110.0,1.0
406,NonResidential,Small- and Mid-Sized Office,Poplar Building,Others,98144.0,Greater Duwamish,47.59388,-122.31124,1970,Office,89.0,3181045.5,90.24,65430.0,65430.0,1.0
407,NonResidential,Large Office,Northcut Landing,Avenue,98105.0,Northeast,47.66517,-122.30186,2006,Office,26.0,6062770.5,49.17,102290.0,34096.667,0.5851
409,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),Avenue,98108.0,Greater Duwamish,47.56407,-122.32765,1991,Non-Refrigerated Warehouse,92.0,8024064.5,262.45,323916.0,161958.0,1.0
410,NonResidential,Mixed Use Property,Pacific Tower,Avenue,98144.0,Greater Duwamish,47.5928,-122.31599,1932,Office,66.0,21027396.0,247.35,304052.0,21718.0,1.0
412,NonResidential,Distribution Center,Northwest Center Industries,Way,98108.0,Greater Duwamish,47.53687,-122.33316,1989,Distribution Center,94.0,1988334.5,42.25,98024.0,49012.0,1.0
414,NonResidential,Large Office,617 Eastlake,Avenue,98109.0,Lake Union,47.62488,-122.33007,1990,Office,62.0,5135040.0,35.8,144573.0,28914.6,0.53919
415,NonResidential,Retail Store,(71371A) NORTHGATE Macy's,Way,98125.0,North,47.70759,-122.3255,1950,Retail Store,97.0,7290824.5,129.29,302812.0,151406.0,1.0
416,NonResidential,Small- and Mid-Sized Office,Northway Square East,Street,98133.0,Northwest,47.70744,-122.33171,1974,Office,53.0,9080022.0,293.55,86400.0,17280.0,1.0
418,NonResidential,Small- and Mid-Sized Office,NorthWay West Building,Avenue,98144.0,Northwest,47.70732,-122.33279,1981,Office,56.0,6361236.5,44.35,86483.0,14413.833,1.0
419,NonResidential,Distribution Center,Pacific Plumbing Supply,Way,98106.0,Delridge,47.53926,-122.34143,1976,Distribution Center,75.0,1124543.125,22.1,51600.0,51600.0,1.0
420,NonResidential,Warehouse,Jones Stevedoring Seattle Building,Way,98106.0,Delridge,47.53689,-122.33847,1968,Non-Refrigerated Warehouse,61.0,2225512.0,57.73,140520.0,140520.0,1.0
421,NonResidential,Large Office,PEMCO,Avenue,98109.0,Magnolia / Queen Anne,47.63116,-122.34193,1986,Office,95.0,4636396.5,58.88,154029.0,30805.8,0.59501
425,NonResidential,Warehouse,Lenci Corporation,Others,98108.0,Greater Duwamish,47.52696,-122.32913,1980,Non-Refrigerated Warehouse,14.0,1847401.0,58.67,50417.0,50417.0,1.0
427,NonResidential,Medical Office,NWH Outpatient Medical Center,Avenue,98133.0,Northwest,47.70449,-122.33272,1961,Medical Office,21.0,15640994.0,295.48,133298.0,44432.667,1.0
428,NonResidential,Retail Store,"SEATTLE, WA-0106",Street,98125.0,North,47.70759,-122.3255,1965,Retail Store,78.0,6455828.5,91.1,168619.0,84309.5,1.0
430,NonResidential,Large Office,1260 Mercer,Street,98109.0,Lake Union,47.6244,-122.33157,2000,Office,91.0,6486377.5,45.22,175885.0,43971.25,0.59414
431,NonResidential,Warehouse,4727 Building,Avenue,98134.0,Greater Duwamish,47.56089,-122.33474,1969,Non-Refrigerated Warehouse,93.0,1028376.875,23.86,104786.0,52393.0,1.0
434,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 220 S Dawson Office,Street,98134.0,Greater Duwamish,47.5563,-122.33186,1948,Office,86.0,2058955.25,22.12,53620.0,53620.0,1.0
435,NonResidential,Small- and Mid-Sized Office,5050,Avenue,98134.0,Greater Duwamish,47.55623,-122.33316,1938,Office,62.0,3202213.0,65.3,50008.0,50008.0,1.0
436,NonResidential,Large Office,635 Elliott - South Bldg.,Avenue,98119.0,Magnolia / Queen Anne,47.6252,-122.36737,2009,Office,98.0,6657348.5,49.74,291176.0,72794.0,0.65596
437,NonResidential,Warehouse,4225 2nd Ave So.,Avenue,98134.0,Greater Duwamish,47.56549,-122.33221,1957,Non-Refrigerated Warehouse,63.0,2551022.25,107.16,50832.0,50832.0,1.0
438,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),Avenue,98108.0,Greater Duwamish,47.56158,-122.32754,1971,Refrigerated Warehouse,70.0,2843033.5,20.29,76354.0,76354.0,1.0
439,NonResidential,Warehouse,Merlino Foods Building,Avenue,98134.0,Greater Duwamish,47.56558,-122.32889,1956,Non-Refrigerated Warehouse,65.0,2831565.5,39.5,98480.0,98480.0,1.0
440,NonResidential,Mixed Use Property,Wallingford Center,Street,98103.0,Lake Union,47.66113,-122.33572,1904,Retail Store,75.0,3441643.25,64.0,53002.0,26501.0,1.0
443,NonResidential,Large Office,AGC Building,Avenue,98109.0,Lake Union,47.63,-122.3396,1971,Office,58.0,13898181.0,365.79,124721.0,11338.273,1.0
444,NonResidential,Small- and Mid-Sized Office,Lake Union Building,Avenue,98109.0,Lake Union,47.63376,-122.33968,1970,Office,70.0,5662234.0,39.47,94002.0,13428.857,1.0
445,NonResidential,Warehouse,NWCP-SEA Bldg U,Street,98108.0,Greater Duwamish,47.55515,-122.3275,1974,Non-Refrigerated Warehouse,60.0,1252323.875,8.73,93020.0,93020.0,1.0
447,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,Avenue,98118.0,Southeast,47.52095,-122.26825,2002,Supermarket/Grocery Store,32.0,13133225.0,306.5,61053.0,61053.0,1.0
449,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,Street,98104.0,Downtown,47.59895,-122.33379,1904,Office,88.0,2830674.75,19.73,78920.0,15784.0,1.0
450,NonResidential,Small- and Mid-Sized Office,FX McRory Building,Avenue,98104.0,Downtown,47.59855,-122.33327,1906,Office,64.0,6606832.5,134.69,99440.0,14205.714,1.0
451,NonResidential,Small- and Mid-Sized Office,Westland Building,Street,98104.0,Downtown,47.59856,-122.33379,1907,Office,82.0,2853189.5,19.89,73260.0,12210.0,1.0
452,NonResidential,Small- and Mid-Sized Office,The Globe Building,Street,98104.0,Downtown,47.59979,-122.3338,1900,Office,87.0,2178074.5,76.8,69817.0,17454.25,1.0
455,NonResidential,Large Office,Occidental Mall,Avenue,98104.0,Downtown,47.59962,-122.33247,1900,Office,79.0,7655751.0,130.31,164380.0,41095.0,1.0
456,NonResidential,Large Office,(ID616) Court in the Square,Avenue,98104.0,Downtown,47.59858,-122.33198,1907,Office,98.0,4336187.5,99.59,160580.0,22940.0,1.0
459,NonResidential,Mixed Use Property,Pacific Office Automation,Avenue,98134.0,Greater Duwamish,47.59334,-122.32905,1910,Office,37.0,2371575.0,31.58,56700.0,18900.0,1.0
460,NonResidential,Warehouse,1021-1045 6th Ave. S.,Avenue,98134.0,Greater Duwamish,47.59366,-122.32666,1922,Non-Refrigerated Warehouse,83.0,2153603.5,65.56,82852.0,82852.0,1.0
462,NonResidential,Distribution Center,Hullin Transfer Building,Street,98134.0,Greater Duwamish,47.57658,-122.33054,1962,Distribution Center,56.0,3155496.0,74.18,92792.0,46396.0,1.0
464,NonResidential,Large Office,"2200 Equities, LLC",Avenue,98134.0,Greater Duwamish,47.58361,-122.33369,1900,Office,80.0,4374646.0,30.5,129000.0,32250.0,0.8
465,NonResidential,Warehouse,Warehouse 1,Avenue,98134.0,Greater Duwamish,47.58781,-122.33264,1954,Non-Refrigerated Warehouse,69.0,861972.875,16.48,78814.0,78814.0,1.0
467,NonResidential,Distribution Center,Palmer Court Building,Avenue,98134.0,Greater Duwamish,47.59403,-122.33367,1910,Distribution Center,15.0,2688675.75,18.74,75600.0,12600.0,0.85714
469,NonResidential,Small- and Mid-Sized Office,The Reedo Building,Avenue,98104.0,Downtown,47.59701,-122.33378,1904,Office,31.0,5608600.5,138.35,66842.0,16710.5,1.0
470,NonResidential,Small- and Mid-Sized Office,Provident Building,Avenue,98104.0,Downtown,47.59639,-122.33368,1909,Office,81.0,2891605.0,20.18,75288.0,12548.0,0.85655
471,NonResidential,Large Office,83 S KING ST BLDG (ID633),Street,98104.0,Downtown,47.59806,-122.33475,1904,Office,81.0,9722890.0,67.78,184322.0,26331.714,1.0
472,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),Avenue,98104.0,Downtown,47.59767,-122.33467,2009,Office,43.0,25567108.0,182.14,287853.0,41121.857,1.0
473,NonResidential,Small- and Mid-Sized Office,1201 Building,Avenue,98134.0,Greater Duwamish,47.59202,-122.33486,1914,Office,53.0,5968153.5,180.76,64512.0,32256.0,1.0
475,NonResidential,Warehouse,West Coast Building,Avenue,98134.0,Greater Duwamish,47.58365,-122.33467,1926,Non-Refrigerated Warehouse,26.0,3929371.0,98.43,144050.0,20578.571,1.0
476,NonResidential,Small- and Mid-Sized Office,Green Room,Avenue,98104.0,Greater Duwamish,47.58252,-122.33465,1930,Office,16.0,5049446.5,47.25,60592.0,20197.333,1.0
477,NonResidential,Large Office,Starbucks Center,Avenue,98134.0,Greater Duwamish,47.58181,-122.33534,1912,Office,79.0,74130576.0,810.7,1380959.0,230159.833,1.0
478,NonResidential,Retail Store,The Home Depot,Avenue,98134.0,Greater Duwamish,47.57842,-122.33558,1993,Retail Store,57.0,7221482.5,100.42,107930.0,107930.0,1.0
479,NonResidential,Warehouse,99/55 South Spokane St. Whse,Street,98134.0,Greater Duwamish,47.57096,-122.3355,1926,Non-Refrigerated Warehouse,83.0,1618110.375,49.25,99084.0,99084.0,1.0
480,NonResidential,Distribution Center,Ferguson Building,Way,98106.0,Delridge,47.56676,-122.35247,1953,Distribution Center,28.0,2581741.75,42.74,72719.0,72719.0,1.0
481,NonResidential,Small- and Mid-Sized Office,INScape,Others,98134.0,East,47.59534849,-122.327269,1930,Office,91.0,2773647.5,33.41,76624.0,19156.0,1.0
